"SHN_Id","Datnai","Sexe","Catlib","FedNom","Discipline","Club","DepLib","RegionLib","Fin de droits","Date début"
"shn04976","1994","F         ","Jeune","HALTEROPHILIE","Haltérophilie","US WITTENHEIM","HAUT-RHIN","ALSACE","10/31/2015","11/1/2014"
"shn04977","1995","M         ","Jeune","RUGBY","Rugby a xv","AS CLERMONT AUVERGNE","PUY-DE-DOME","AUVERGNE","10/31/2015","11/1/2014"
"shn04978","1981","M         ","Espoir","HANDISPORT","Basketball paralympique","CLUB TREGORROIS HANDISPORT","COTES-D'ARMOR","BRETAGNE","10/31/2015","11/1/2014"
"shn04979","1978","F         ","Espoir","HANDISPORT","Basketball paralympique","CLUB TREGORROIS HANDISPORT","COTES-D'ARMOR","BRETAGNE","10/31/2015","11/1/2014"
"shn04980","1980","M         ","Senior","PELOTE BASQUE","Frontenis","B F C","PYRENEES-ATLANTIQUES","AQUITAINE","10/31/2015","11/1/2014"
"shn04981","1999","M         ","Espoir","PELOTE BASQUE","Main-nue","BAC","PYRENEES-ATLANTIQUES","AQUITAINE","10/31/2015","11/1/2014"
"shn04982","1998","F         ","Espoir","ROLLER SPORTS","Patinage artistique","US MAZERES LEZONS","PYRENEES-ATLANTIQUES","AQUITAINE","10/31/2015","11/1/2014"
"shn04983","1998","M         ","Espoir","PELOTE BASQUE","Cesta punta","XISTERA","PYRENEES-ATLANTIQUES","AQUITAINE","10/31/2015","11/1/2014"
"shn04984","1996","M         ","Jeune","PELOTE BASQUE","Xare","US ST PALAIS","PYRENEES-ATLANTIQUES","AQUITAINE","10/31/2015","11/1/2014"
"shn04985","1996","M         ","Espoir","PELOTE BASQUE","Cesta punta","SA MAULEON","PYRENEES-ATLANTIQUES","AQUITAINE","10/31/2015","11/1/2014"
"shn04986","1998","M         ","Espoir","PELOTE BASQUE","Main-nue","NOIZBAT HASPARREN","PYRENEES-ATLANTIQUES","AQUITAINE","10/31/2015","11/1/2014"
"shn04987","1980","F         ","Elite","PELOTE BASQUE","Paleta","LUZAZ-GAZTE","PYRENEES-ATLANTIQUES","AQUITAINE","10/31/2016","11/1/2014"
"shn04988","1998","M         ","Espoir","GOLF","Golf","GOLF DE CHANTACO","PYRENEES-ATLANTIQUES","AQUITAINE","10/31/2016","4/1/2015"
"shn04989","1989","M         ","Senior","PELOTE BASQUE","Xare","BAC","PYRENEES-ATLANTIQUES","AQUITAINE","10/31/2015","11/1/2014"
"shn04990","1997","M         ","Espoir","PELOTE BASQUE","Main-nue","DENEK BAT","PYRENEES-ATLANTIQUES","AQUITAINE","10/31/2015","11/1/2014"
"shn04991","1998","M         ","Espoir","RUGBY","Rugby a xv","AVIRON BAYONNAIS","PYRENEES-ATLANTIQUES","AQUITAINE","10/31/2015","11/1/2014"
"shn04992","1998","M         ","Espoir","RUGBY","Rugby a xv","BIARRITZ OLYMPIQUE","PYRENEES-ATLANTIQUES","AQUITAINE","10/31/2015","11/1/2014"
"shn04993","2002","M         ","Espoir","AUTOMOBILE","Karting","ASK MEUDON","HAUTS-DE-SEINE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn04994","1997","M         ","Espoir","HANDBALL","Handball","HBC ST PIERRE","REUNION","REUNION","10/31/2015","11/1/2014"
"shn04995","1998","M         ","Espoir","NATATION","Water-polo","NC ST-JEAN-D'ANGÉLY","CHARENTE-MARITIME","POITOU-CHARENTES","10/31/2015","11/1/2014"
"shn04996","1995","F         ","Jeune","JUDO","Judo","JUDO CLUB DE PONTAULT COMBAULT","SEINE-ET-MARNE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn04997","1993","F         ","Jeune","JUDO","Judo","JUDO CLUB DE PONTAULT COMBAULT","SEINE-ET-MARNE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn04998","1996","F         ","Espoir","CYCLISME","Route","VC PAYS DE LOUDEAC","COTES-D'ARMOR","BRETAGNE","10/31/2015","11/1/2014"
"shn04999","1998","F         ","Jeune","CYCLISME","Bicross","LEMPDES BMX AUVERGNE","PUY-DE-DOME","AUVERGNE","10/31/2015","11/1/2014"
"shn05000","1997","F         ","Jeune","JUDO","Judo","ALLIANCE JUDO LIMOGES","HAUTE-VIENNE","LIMOUSIN","10/31/2015","11/1/2014"
"shn05001","1990","F         ","Senior","NATATION","Natation course","LILLE MÉTROPOLE NATATION","NORD","NORD-PAS-DE-CALAIS","10/31/2015","11/1/2014"
"shn05002","1999","M         ","Jeune","SURF","Surfboard","KARUKERA SURF CLUB","GUADELOUPE","GUADELOUPE","10/31/2015","11/1/2014"
"shn05003","1994","F         ","Espoir","SURF","Surfboard","KARUKERA SURF CLUB","GUADELOUPE","GUADELOUPE","10/31/2015","11/1/2014"
"shn05004","1997","F         ","Espoir","SKI","Ski alpin","SC MERIBEL","SAVOIE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn05005","1996","M         ","Jeune","GOLF","Golf","GOLF DE CANNES MOUGINS","ALPES-MARITIMES","P.A.C.A.","10/31/2015","11/1/2014"
"shn05006","2002","F         ","Espoir","GOLF","Golf","LIGUE DE PARIS","YVELINES","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn05007","1989","F         ","Senior","PENTATHLON MODERNE","Pentathlon moderne","TREGOR PENTATHLON MODERNE","COTES-D'ARMOR","BRETAGNE","10/31/2015","11/1/2014"
"shn05008","1996","M         ","Jeune","PENTATHLON MODERNE","Pentathlon moderne","RACING MULTI ATHLON","PARIS","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn05009","2003","M         ","Espoir","TENNIS DE TABLE","Tennis de table","ATT TOURNEBU","CALVADOS","BASSE-NORMANDIE","10/31/2015","11/1/2014"
"shn05010","2001","F         ","Espoir","SPORTS DE GLACE","Patinage artistique","CLUB OLYMPIQUE DE COURBEVOIE","HAUTS-DE-SEINE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn05011","2000","M         ","Espoir","BASKET-BALL","Basket-ball","LA CROIX D'ARGENT B MONTPELLIER","HERAULT","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn05012","1997","F         ","Espoir","ATHLETISME","Concours","AIGLON DU LAMENTIN","MARTINIQUE","MARTINIQUE","10/31/2015","11/1/2014"
"shn05013","1982","F         ","Senior","JUDO","Judo","BLANC MESNIL SPORT JUDO","SEINE-SAINT-DENIS","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn05014","1998","M         ","Espoir","SPORT ADAPTE","Athlétisme","FFSA","PARIS","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn05015","1997","F         ","Espoir","NATATION","Natation en eau libre","ALLIANCE DIJON NATATION","COTE-D'OR","BOURGOGNE","10/31/2015","11/1/2014"
"shn05016","2000","M         ","Espoir","FOOTBALL","Football","CS Moule","GUADELOUPE","GUADELOUPE","10/31/2015","11/1/2014"
"shn05017","1995","M         ","Jeune","HANDISPORT","Basketball paralympique","CENTRE FÉDÉRAL HANDIBASKET","GIRONDE","AQUITAINE","10/31/2016","4/1/2015"
"shn05018","1998","F         ","Espoir","ATHLETISME","Concours","BRUZ ATHLETISME","ILLE-ET-VILAINE","BRETAGNE","10/31/2015","11/1/2014"
"shn05019","1997","F         ","Jeune","TIR","Carabine","AVENIR DE SURVILLIERS","VAL-D'OISE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn05020","1981","M         ","Elite","FOOTBALL","Football","JUVENTUS TURIN","ETRANGER","ETRANGER","10/31/2016","11/1/2014"
"shn05021","1979","F         ","Partenaire d'entrainement","EQUITATION","Attelage","POLE FRANCE ATTELAGE ","LOIR-ET-CHER","CENTRE","10/31/2015","11/1/2014"
"shn05022","1999","F         ","Espoir","FOOTBALL","Football","FC METZ","MOSELLE","LORRAINE","10/31/2015","11/1/2014"
"shn05023","2001","F         ","Espoir","BASKET-BALL","Basket-ball","BASKET LATTES  MONTPELLIER AGGLOMERATION","HERAULT","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn05024","1982","M         ","Senior","VOLLEY BALL","Volley ball","ETRANGER","ETRANGER","ETRANGER","10/31/2015","11/1/2014"
"shn05025","1996","M         ","Espoir","ATHLETISME","Courses sur piste","PAYS BASQUE ATHLETISME* ANGLET OLYMPIQUE","PYRENEES-ATLANTIQUES","AQUITAINE","10/31/2015","11/1/2014"
"shn05026","1998","F         ","Espoir","ATHLETISME","Concours","HAUTE BRETAGNE ATHLETISME *","ILLE-ET-VILAINE","BRETAGNE","10/31/2015","11/1/2014"
"shn05027","2000","M         ","Espoir","BASKET-BALL","Basket-ball","ST CHARLES CHARENTON ST MAURICE","VAL-DE-MARNE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn05028","1990","M         ","Partenaire d'entrainement","TENNIS","Tennis","LAGARDERE PARIS RACING","PARIS","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn05029","1984","F         ","Elite","RUGBY","Rugby a xv","LMRCV - LILLE METROPOLE RUGBY CLUB VILLENEUVOIS","NORD","NORD-PAS-DE-CALAIS","10/31/2016","11/1/2014"
"shn05030","1998","F         ","Jeune","BASKET-BALL","Basket-ball","REIMS BASKET FEMININ","PAS-DE-CALAIS","NORD-PAS-DE-CALAIS","10/31/2015","11/1/2014"
"shn05031","1996","M         ","Jeune","CYCLISME","Route","CHAMBERY CYCLISME FORMATION","SAVOIE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn05032","1999","M         ","Espoir","CYCLISME","Bicross","BICROSS CLUB DE DARDILLY","RHONE","RHONE-ALPES","10/31/2016","4/1/2015"
"shn05033","1996","F         ","Jeune","FOOTBALL","Football","AS ST ETIENNE","LOIRE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn05034","1982","M         ","Reconversion","JUDO","Judo","ACBB BOULOGNE","HAUTS-DE-SEINE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn05035","1976","F         ","Elite","MONTAGNE ET ESCALADE","Ski de montagne","CLUB DES SPORTS CHAMONIX","HAUTE-SAVOIE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn05036","1998","M         ","Espoir","RUGBY A XIII","Rugby a xiii","ALBI RL","TARN","MIDI-PYRENEES","10/31/2015","11/1/2014"
"shn05037","1992","F         ","Elite","SAUVETAGE SECOURISME","100 mètres combiné de sauvetage","AQUALOVE ","HERAULT","LANGUEDOC-ROUSSILLON","10/31/2016","11/1/2014"
"shn05038","1995","M         ","Jeune","SKI","Ski artistique","CS LA CLUSAZ","HAUTE-SAVOIE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn05039","1993","M         ","Senior","SKI","Ski alpin","SC ALPE HUEZ","ISERE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn05040","1983","M         ","Reconversion","SKI","Ski artistique","SC ALPE HUEZ","ISERE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn05041","1998","F         ","Espoir","SKI","biathlon","SC MONT NOIR","JURA","FRANCHE-COMTE","10/31/2015","11/1/2014"
"shn05042","1996","M         ","Jeune","HANDBALL","Handball","MONTPELLIER HB","HERAULT","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn05043","1996","M         ","Espoir","ATHLETISME","Concours","NICE COTE D'AZUR ATHLETISME *","ALPES-MARITIMES","P.A.C.A.","10/31/2015","11/1/2014"
"shn05044","1997","M         ","Espoir","ATHLETISME","Concours","STADE LAMENTIN","GUADELOUPE","GUADELOUPE","10/31/2015","11/1/2014"
"shn05045","1990","F         ","Elite","SPORT BOULES","Sport boules","SPORT BOULE ST VULBAS","AIN","RHONE-ALPES","10/31/2015","11/1/2014"
"shn05046","1997","M         ","Espoir","CYCLISME","Bicross","BMX MAXIMOIS","VAR","P.A.C.A.","10/31/2015","11/1/2014"
"shn05047","1997","M         ","Espoir","ETUDE ET SPORTS SOUS MARINS","Nage avec palmes","SPONDYLE CLUB","ALPES-MARITIMES","P.A.C.A.","10/31/2015","11/1/2014"
"shn05048","1995","M         ","Jeune","RUGBY","Rugby a xv","USA PERPIGNAN","PYRENEES-ORIENTALES","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn05049","1997","F         ","Espoir","ATHLETISME","Courses sur piste","EA CERGY PONTOISE ATHLETISME *","VAL-D'OISE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn05050","1981","F         ","Senior","VOLLEY BALL","Volley ball","ASPTT MULHOUSE","HAUT-RHIN","ALSACE","10/31/2015","11/1/2014"
"shn05051","1998","F         ","Espoir","VOLLEY BALL","Volley ball","ASPTT MULHOUSE","HAUT-RHIN","ALSACE","10/31/2015","11/1/2014"
"shn05052","1994","M         ","Senior","RUGBY A XIII","Rugby a xiii","SALFORD","ETRANGER","ETRANGER","10/31/2015","11/1/2014"
"shn05053","1995","F         ","Jeune","BASKET-BALL","Basket-ball","VILLENEUVE D'ASCQ ESB","PAS-DE-CALAIS","NORD-PAS-DE-CALAIS","10/31/2015","11/1/2014"
"shn05054","1999","F         ","Espoir","JUDO","Judo","DOJO CASTELNAUDAIS","GIRONDE","AQUITAINE","10/31/2015","11/1/2014"
"shn05055","1987","F         ","Senior","ROLLER SPORTS","Roller Hockey","ANGLET ROLLER HOCKEY COTE BASQUE","PYRENEES-ATLANTIQUES","AQUITAINE","10/31/2015","11/1/2014"
"shn05056","1995","F         ","Espoir","ATHLETISME","Courses sur piste","ATHLETIC CLUB SALONAIS *","BOUCHES-DU-RHONE","P.A.C.A.","10/31/2015","11/1/2014"
"shn05057","2001","M         ","Espoir","BASKET-BALL","Basket-ball","VOREPPE BASKET CLUB","ISERE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn05058","1987","F         ","Jeune","VOILE","Inshore","50004 - Y C CHERBOURG","MANCHE","BASSE-NORMANDIE","10/31/2015","11/1/2014"
"shn05059","1982","M         ","Jeune","AERONAUTIQUE","Voltige aérienne","AMICALE DE VOLTIGE AÉRIENNE (AVA)","HAUTS-DE-SEINE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn05060","2002","F         ","Espoir","TENNIS DE TABLE","Tennis de table","OLYMPIQUE REMOIS TT","MARNE","CHAMPAGNE-ARDENNE","10/31/2015","11/1/2014"
"shn05061","2000","F         ","Espoir","BASKET-BALL","Basket-ball","UNION SPORTIVE LA GLACERIE","MANCHE","BASSE-NORMANDIE","10/31/2015","11/1/2014"
"shn05062","1971","M         ","Senior","HANDISPORT","Athletisme paralympique","LIGUE CALEDONIENNE DE SPORT ADAPTE ET HANDISPORT","NOUMEA","NOUVELLE CALEDONIE","10/31/2015","11/1/2014"
"shn05063","1998","M         ","Espoir","HOCKEY SUR GLACE","Hockey sur glace","LA STARS","ETRANGER","ETRANGER","10/31/2015","11/1/2014"
"shn05064","1992","M         ","Senior","SKI","Ski alpin","ISOLA 2000","ALPES-MARITIMES","P.A.C.A.","10/31/2015","11/1/2014"
"shn05065","1998","M         ","Espoir","SKI","biathlon","CSR PONTARLI","DOUBS","FRANCHE-COMTE","10/31/2015","11/1/2014"
"shn05066","1986","F         ","Elite","SKI","Ski de fond","CSR PONTARLI","DOUBS","FRANCHE-COMTE","10/31/2016","11/1/2014"
"shn05067","1994","M         ","Jeune","SKI","Saut a ski","SC LESFOURGS","DOUBS","FRANCHE-COMTE","10/31/2015","11/1/2014"
"shn05068","1994","M         ","Jeune","RUGBY","Rugby a xv","SECTION PALOISE","PYRENEES-ATLANTIQUES","AQUITAINE","10/31/2015","11/1/2014"
"shn05069","1998","F         ","Espoir","ATHLETISME","Concours","EF MONT-DORE*","NOUMEA","NOUVELLE CALEDONIE","10/31/2015","11/1/2014"
"shn05070","1998","F         ","Espoir","NATATION","Natation course","CN ANTIBES","ALPES-MARITIMES","P.A.C.A.","10/31/2015","11/1/2014"
"shn05071","1982","M         ","Senior","RUGBY A XIII","Rugby a xiii","FC LEZIGNAN XIII","AUDE","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn05072","1993","M         ","Jeune","VOLLEY BALL","Volley ball","NICE VOLLEY-BALL","ALPES-MARITIMES","P.A.C.A.","10/31/2015","11/1/2014"
"shn05073","2001","M         ","Espoir","BASEBALL","Baseball","BEAUCAIRE BASEBALL","GARD","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn05074","1985","M         ","Senior","HANDISPORT","Athletisme paralympique","CLUB HANDISPORT DE WALLIS","WALLIS ET FUTUNA","WALLIS ET FUTUNA","10/31/2015","11/1/2014"
"shn05075","1989","M         ","Elite","SAVATE","Combat","TOULOUSE MULTI BOXES (31)","HAUTE-GARONNE","MIDI-PYRENEES","10/31/2016","11/1/2014"
"shn05076","1996","M         ","Espoir","ATHLETISME","Concours","SAINT DENIS EMOTION","SEINE-SAINT-DENIS","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn05077","2000","F         ","Espoir","JUDO","Judo","JUDO CLUB BESSARD","PUY-DE-DOME","AUVERGNE","10/31/2015","11/1/2014"
"shn05078","1996","M         ","Jeune","SKI","Ski alpin","SC MENUIRES","SAVOIE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn05079","1999","M         ","Espoir","BADMINTON","Badminton","ELAN DE CHEVILLY LARUE","VAL-DE-MARNE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn05080","1998","M         ","Espoir","VOLLEY BALL","Volley ball","MUNICIPAL OLYMPIQUE MOUGINS","ALPES-MARITIMES","P.A.C.A.","10/31/2015","11/1/2014"
"shn05081","1997","M         ","Jeune","KARATE","Sanda","ASS SPORTIVE PLURI DISCIPLINAIRE DE NOISY LE GRAND","SEINE-SAINT-DENIS","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn05082","1997","F         ","Espoir","CANOE-KAYAK","Course en ligne","CANOE CLUB LILLOIS","NORD","NORD-PAS-DE-CALAIS","10/31/2015","11/1/2014"
"shn05083","1998","F         ","Jeune","HANDBALL","Handball","CERGY HB","VAL-D'OISE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn05084","1998","F         ","Espoir","RUGBY","Rugby a xv","DROP DE BETON-MELTING DROP 93","SEINE-SAINT-DENIS","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn05085","1983","F         ","Senior","ATHLETISME","Concours","ES BRUGES","GIRONDE","AQUITAINE","10/31/2015","11/1/2014"
"shn05086","1973","F         ","Jeune","HANDISPORT","Tennis paralympique","ANTONY SPORTS HANDI-CLUB","HAUTS-DE-SEINE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn05087","1981","M         ","Elite","SKI","Ski alpin","CS PRAZ/ARLY","HAUTE-SAVOIE","RHONE-ALPES","10/31/2016","11/1/2014"
"shn05088","1998","F         ","Espoir","NATATION","Natation course","FRANCOIS NATATION CLUB","MARTINIQUE","MARTINIQUE","10/31/2015","11/1/2014"
"shn05089","1998","M         ","Espoir","GOLF","Golf","GOLF DE LYON VERGER","RHONE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn05090","1989","M         ","Jeune","VOILE","Catamaran","76051 - C N  PAUL VATINE","SEINE-MARITIME","HAUTE-NORMANDIE","10/31/2015","11/1/2014"
"shn05091","2000","M         ","Espoir","TENNIS","Tennis","TC DES LOGES ST GERMAIN","YVELINES","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn05092","1996","M         ","Espoir","CYCLISME","Bicross","CSH BMX","BAS-RHIN","ALSACE","10/31/2015","11/1/2014"
"shn05093","1999","M         ","Jeune","FOOTBALL","Football","LOSC LILLE METROPOLE","NORD","NORD-PAS-DE-CALAIS","10/31/2015","11/1/2014"
"shn05094","2000","F         ","Espoir","BASKET-BALL","Basket-ball","AVENIR SPORTIF D'ORLY BASKET","VAL-DE-MARNE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn05095","2003","F         ","Espoir","TENNIS DE TABLE","Tennis de table","BETHUNE-BEUVRY ASTT","PAS-DE-CALAIS","NORD-PAS-DE-CALAIS","10/31/2015","11/1/2014"
"shn05096","1998","M         ","Espoir","SKI","biathlon","CS VILLARD","ISERE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn05097","2001","F         ","Espoir","SQUASH","Squash","SQUASH CLUB DE LA ROCHELLE","CHARENTE-MARITIME","POITOU-CHARENTES","10/31/2015","11/1/2014"
"shn05098","1996","M         ","Espoir","FOOTBALL AMERICAIN","Foot americain","BLUE STARS","BOUCHES-DU-RHONE","P.A.C.A.","10/31/2015","11/1/2014"
"shn05099","1998","F         ","Espoir","HANDBALL","Handball","BORDES","PYRENEES-ATLANTIQUES","AQUITAINE","10/31/2015","11/1/2014"
"shn05100","1981","M         ","Senior","CANOE-KAYAK","Paracanoë","CANOE CLUB LILLOIS","NORD","NORD-PAS-DE-CALAIS","10/31/2015","11/1/2014"
"shn05101","1998","M         ","Espoir","AVIRON","Aviron","BORDEAUX EN","GIRONDE","AQUITAINE","10/31/2015","11/1/2014"
"shn05102","1991","F         ","Senior","NATATION","Plongeon","LYON PLONGEON CLUB","RHONE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn05103","1997","M         ","Jeune","BOWLING","Bowling","ECOLE DE BOWLING SKITTLE BELFORT","TERRITOIRE DE BELFORT","FRANCHE-COMTE","10/31/2015","11/1/2014"
"shn05104","1998","M         ","Espoir","ATHLETISME","Courses sur piste","STRASBOURG AGGLOMERATION ATHLETISME*","BAS-RHIN","ALSACE","10/31/2015","11/1/2014"
"shn05105","1994","M         ","Senior","GYMNASTIQUE","Trampoline","OLYMPIQUE ANTIBES JUAN LES PINS TRAMPOLINE GYMNASTIQUE ACROBATIQUE","ALPES-MARITIMES","P.A.C.A.","10/31/2015","11/1/2014"
"shn05106","1997","M         ","Jeune","RUGBY","Rugby a xv","STADE FRANCAIS","PARIS","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn05107","2003","F         ","Jeune","TENNIS DE TABLE","Tennis de table","T.T. JOUE-LES-TOURS","INDRE-ET-LOIRE","CENTRE","10/31/2015","11/1/2014"
"shn05108","1997","M         ","Jeune","BOXE","Boxe anglaise","LILLE METROPOLE BOXING CLUB DES FLANDRES","NORD","NORD-PAS-DE-CALAIS","10/31/2015","11/1/2014"
"shn05109","1963","F         ","Jeune","HANDISPORT","Natation paralympique","ASSOCIATION THIONVILLOISE HANDISPORT ET ENVIRONS","MOSELLE","LORRAINE","10/31/2015","11/1/2014"
"shn05110","1997","M         ","Espoir","NATATION","Natation course","CERCLE NAGEURS ST-JOSEPH","REUNION","REUNION","10/31/2015","11/1/2014"
"shn05111","1996","M         ","Jeune","BASKET-BALL","Basket-ball","LIMOGES CSP","HAUTE-VIENNE","LIMOUSIN","10/31/2015","11/1/2014"
"shn05112","1997","M         ","Jeune","JUDO","Judo","JUDO CLUB NIORTAIS","DEUX-SEVRES","POITOU-CHARENTES","10/31/2015","11/1/2014"
"shn05113","1990","M         ","Elite","TIR A L'ARC","Tir olympique","COMPAGNIE D'ARCHERS DE RENNES","ILLE-ET-VILAINE","BRETAGNE","10/31/2015","11/1/2014"
"shn05114","1999","F         ","Espoir","EQUITATION","Concours complet","PONEYLAND D ANTONY","HAUTS-DE-SEINE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn05115","1986","M         ","Reconversion","CYCLISME","Route","UC BRICQUEBEC","MANCHE","BASSE-NORMANDIE","10/31/2016","4/1/2015"
"shn05116","1999","F         ","Espoir","HANDBALL","Handball","HBC LA MOTTE SERVOLEX","SAVOIE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn05117","1985","M         ","Senior","SPORTS DE GLACE","Patinage de vitesse","SPEEDY ON ICE DIJON BOURGOGNE","COTE-D'OR","BOURGOGNE","10/31/2015","11/1/2014"
"shn05118","2001","F         ","Espoir","BASKET-BALL","Basket-ball","CHAPELLE CINTRE BASKET","ILLE-ET-VILAINE","BRETAGNE","10/31/2015","11/1/2014"
"shn05119","2000","M         ","Espoir","BADMINTON","Badminton","SAINT ORENS BADMINTON","HAUTE-GARONNE","MIDI-PYRENEES","10/31/2015","11/1/2014"
"shn05120","1997","F         ","Jeune","BADMINTON","Badminton","UNION SPORTIVE TALENCE BADMINTON","GIRONDE","AQUITAINE","10/31/2015","11/1/2014"
"shn05121","1997","M         ","Jeune","FOOTBALL","Football","RC LENS","PAS-DE-CALAIS","NORD-PAS-DE-CALAIS","10/31/2015","11/1/2014"
"shn05122","1999","F         ","Espoir","SKI","Ski alpin","GUC GRENOBLE","ISERE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn05123","1987","M         ","Senior","CANOE-KAYAK","Descente","CANOE KAYAK VIVONNE LES PAGAYOUS","VIENNE","POITOU-CHARENTES","10/31/2015","11/1/2014"
"shn05124","1999","M         ","Espoir","CYCLISME","Route","UV LIMOUSINE","HAUTE-VIENNE","LIMOUSIN","10/31/2015","11/1/2014"
"shn05125","1999","F         ","Espoir","HANDBALL","Handball","HBC NIMES ","GARD","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn05126","1997","F         ","Jeune","KARATE","Taolu","ECOLE TIGRE ET DRAGON GIVORS GRIGNY SUD","DEUX-SEVRES","POITOU-CHARENTES","10/31/2015","11/1/2014"
"shn05127","1999","M         ","Espoir","RUGBY","Rugby a xv","STADE TOULOUSAIN","HAUTE-GARONNE","MIDI-PYRENEES","10/31/2015","11/1/2014"
"shn05128","2003","M         ","Espoir","SQUASH","Squash","TENNIS ET SQUASH CLUB DE KOUROU","GUYANE","GUYANE","10/31/2015","11/1/2014"
"shn05129","1976","M         ","Reconversion","TRIATHLON","Triathlon","TRI 07 PRIVAS TRIATHLON","ARDECHE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn05130","1998","F         ","Espoir","VOILE","Deriveur","06055 - U Y C","ALPES-MARITIMES","P.A.C.A.","10/31/2015","11/1/2014"
"shn05131","2001","M         ","Espoir","BASKET-BALL","Basket-ball","STADE MARSEILLAIS UC","VAUCLUSE","P.A.C.A.","10/31/2015","11/1/2014"
"shn05132","1992","M         ","Senior","TAEKWONDO","Taekwondo","US FONTENAY TAEKWONDO","VAL-DE-MARNE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn05133","1998","F         ","Espoir","COURSE D'ORIENTATION","Course d'orientation","ASSOCIATION SPORTIVE SAMOISIENNE","SEINE-ET-MARNE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn05134","1998","M         ","Espoir","CYCLISME","Velo tout terrain (vtt)","UCJ.VALLAGE","HAUTE-MARNE","CHAMPAGNE-ARDENNE","10/31/2015","11/1/2014"
"shn05135","1989","M         ","Senior","ESCRIME","Epée","SAINT GRATIEN CERCLE D'ESCRIME","VAL-D'OISE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn05136","2001","F         ","Espoir","SQUASH","Squash","TENNIS ET SQUASH CLUB DE KOUROU","GUYANE","GUYANE","10/31/2015","11/1/2014"
"shn05137","1997","F         ","Jeune","HANDBALL","Handball","CHEVIGNY SSHB","COTE-D'OR","BOURGOGNE","10/31/2015","11/1/2014"
"shn05138","2001","M         ","Espoir","GYMNASTIQUE","Gymnastique artistique","CONVENTION GYMNIQUE LYON","RHONE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn05139","1999","F         ","Espoir","SKI","Ski de fond","SNGR OISANS","ISERE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn05140","2001","F         ","Jeune","TENNIS DE TABLE","Tennis de table","TT PLAISANÇOIS","HAUTE-GARONNE","MIDI-PYRENEES","10/31/2015","11/1/2014"
"shn05141","1998","M         ","Jeune","TIR","Pistolet","ECOLE DE TIR AUBAGNE","BOUCHES-DU-RHONE","P.A.C.A.","10/31/2015","11/1/2014"
