"SHN_Id","Datnai","Sexe","Catlib","FedNom","Discipline","Club","DepLib","RegionLib","Fin de droits","Date début"
"shn00001","1996","F         ","Espoir","ATHLETISME","Concours","COQUELICOT 42*","LOIRE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn00002","2000","F         ","Jeune","SPORTS DE GLACE","Danse sur glace","LYON CSG  PATINOIRE CHARLEMAGNE","RHONE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn00003","1992","F         ","Espoir","AUTOMOBILE","Circuit","ASA ARMAGNAC BIGORRE","GERS","MIDI-PYRENEES","10/31/2015","11/1/2014"
"shn00004","2000","F         ","Espoir","GYMNASTIQUE","Tumbling","ACRO SARTHE","SARTHE","PAYS DE LA LOIRE","10/31/2015","11/1/2014"
"shn00005","1996","M         ","Espoir","MOTOCYCLISME","Course sur route","C0065 - A.S.MOTO ARMAGNAC BIGORRE","GERS","MIDI-PYRENEES","10/31/2015","11/1/2014"
"shn00006","1998","F         ","Espoir","SKI","biathlon","SC FTROMEUP2","PYRENEES-ORIENTALES","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn00007","1999","F         ","Espoir","HANDBALL","Handball","AS PALENTE ","DOUBS","FRANCHE-COMTE","10/31/2015","11/1/2014"
"shn00008","1984","M         ","Elite","HANDBALL","Handball","PSG","PARIS","ILE-DE-FRANCE","10/31/2016","11/1/2014"
"shn00009","2000","M         ","Espoir","FOOTBALL","Football","PARIS UNIVERSITE CLUB","YVELINES","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn00010","1991","M         ","Senior","TAEKWONDO","Taekwondo","MONTPELLIER AGGLOMERATION TAEKWONDO - MATKD","HERAULT","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn00011","1995","F         ","Espoir","HANDBALL","Handball","NANTES LA","LOIRE-ATLANTIQUE","PAYS DE LA LOIRE","10/31/2015","11/1/2014"
"shn00012","1992","F         ","Reconversion","TENNIS DE TABLE","Tennis de table","ENTENTE ST PIERRAISE","SEINE-MARITIME","HAUTE-NORMANDIE","10/31/2015","11/1/2014"
"shn00013","1997","M         ","Espoir","ATHLETISME","Courses sur piste","US NEMOURS ST PIERRE ATHLE","SEINE-ET-MARNE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn00014","1997","F         ","Espoir","VOLLEY BALL","Volley ball"," UNION SPORT ISSOIRE VB","PUY-DE-DOME","AUVERGNE","10/31/2015","11/1/2014"
"shn00015","1988","M         ","Elite","SAVATE","Combat","SAK STRASBOURG (67)","BAS-RHIN","ALSACE","10/31/2017","4/1/2015"
"shn00016","1997","M         ","Espoir","CANOE-KAYAK","Course en ligne","S.P.N. VERNON","EURE","HAUTE-NORMANDIE","10/31/2015","11/1/2014"
"shn00017","1994","M         ","Jeune","CANOE-KAYAK","Course en ligne","S.P.N. VERNON","EURE","HAUTE-NORMANDIE","10/31/2015","11/1/2014"
"shn00018","1997","M         ","Jeune","JUDO","Judo","DOJO NANTAIS","LOIRE-ATLANTIQUE","PAYS DE LA LOIRE","10/31/2015","11/1/2014"
"shn00019","1994","F         ","Jeune","JUDO","Judo","JUDO CLUB ESCALES","VAL-D'OISE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn00020","1996","F         ","Espoir","RUGBY","Rugby a xv","RACING NANTERRE RUGBY","HAUTS-DE-SEINE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn00021","1999","M         ","Espoir","ATHLETISME","Concours","LYON ATHLETISME*","RHONE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn00022","1990","M         ","Senior","BOXE","Boxe anglaise","CSL AULNAY SOUS BOIS","SEINE-SAINT-DENIS","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn00023","1992","F         ","Jeune","HANDBALL","Handball","TOULON ST CYR VAR HB","VAR","P.A.C.A.","10/31/2015","11/1/2014"
"shn00024","2001","M         ","Espoir","FOOTBALL","Football","FC NANTES","LOIRE-ATLANTIQUE","PAYS DE LA LOIRE","10/31/2015","11/1/2014"
"shn00025","1998","M         ","Espoir","HANDBALL","Handball","NICE METROPOLE","ALPES-MARITIMES","P.A.C.A.","10/31/2015","11/1/2014"
"shn00026","2003","F         ","Espoir","GYMNASTIQUE","Gymnastique artistique","METZ GYM","MOSELLE","LORRAINE","10/31/2015","11/1/2014"
"shn00027","1993","M         ","Senior","SPORT BOULES","Sport boules","LAGNIEU","AIN","RHONE-ALPES","10/31/2015","11/1/2014"
"shn00028","1995","M         ","Jeune","SPORT BOULES","Sport boules","CRO LYON","RHONE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn00029","1997","M         ","Espoir","ATHLETISME","Concours","STADE NIORTAIS *","DEUX-SEVRES","POITOU-CHARENTES","10/31/2015","11/1/2014"
"shn00030","1995","M         ","Jeune","MOTOCYCLISME","Enduro","C2243 - PLOGONNEC MOTO CLUB","FINISTERE","BRETAGNE","10/31/2015","11/1/2014"
"shn00031","2000","M         ","Jeune","FOOTBALL","Football","CLERMONT FOOT 63","PUY-DE-DOME","AUVERGNE","10/31/2015","11/1/2014"
"shn00032","2000","F         ","Espoir","BASKET-BALL","Basket-ball","CAVIGAL NICE BASKET 06","ALPES-MARITIMES","P.A.C.A.","10/31/2015","11/1/2014"
"shn00033","1998","M         ","Espoir","JUDO","Judo","L OM JUDO","BOUCHES-DU-RHONE","P.A.C.A.","10/31/2015","11/1/2014"
"shn00034","1997","M         ","Jeune","JUDO","Judo","L OM JUDO","BOUCHES-DU-RHONE","P.A.C.A.","10/31/2015","11/1/2014"
"shn00035","1984","F         ","Senior","FOOTBALL","Football","O LYONNAIS","RHONE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn00036","1998","M         ","Espoir","NATATION","Natation course","CANET 66 NATATION","PYRENEES-ORIENTALES","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn00037","1997","M         ","Espoir","NATATION","Natation course","CANET 66 NATATION","PYRENEES-ORIENTALES","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn00038","2001","M         ","Espoir","FOOTBALL","Football","ST PALAIS SUR MER","CHARENTE-MARITIME","POITOU-CHARENTES","10/31/2015","11/1/2014"
"shn00039","1997","M         ","Espoir","CYCLISME","Cyclo-cross","A.C. JARNAC AIGRE ROUILLAC","CHARENTE","POITOU-CHARENTES","10/31/2015","11/1/2014"
"shn00040","1992","F         ","Senior","ROLLER SPORTS","Rink hockey","AL PLONEOUR LANVERN","FINISTERE","BRETAGNE","10/31/2015","11/1/2014"
"shn00041","1999","M         ","Espoir","SKI","Ski alpin","SC MERIBEL","SAVOIE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn00042","1991","M         ","Senior","BASKET-BALL","Basket-ball","ES CHALON SUR SAONE","SAONE-ET-LOIRE","BOURGOGNE","10/31/2015","11/1/2014"
"shn00043","1996","M         ","Partenaire d'entrainement","BOXE","Boxe anglaise","COUDEKERQUE RING","NORD","NORD-PAS-DE-CALAIS","10/31/2015","11/1/2014"
"shn00044","1998","M         ","Espoir","ATHLETISME","Concours","DIJON UC*","COTE-D'OR","BOURGOGNE","10/31/2015","11/1/2014"
"shn00045","1968","M         ","Senior","VOL A VOILE","Vol a voile","PLANEUR CLUB DE VICHY","ALLIER","AUVERGNE","10/31/2015","11/1/2014"
"shn00046","1999","F         ","Espoir","SKI","Ski alpin","SC MENUIRES","SAVOIE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn00047","1999","M         ","Espoir","LUTTE","Lutte olympique libre","NÎMES LUTTE","GARD","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn00048","1995","M         ","Jeune","JUDO","Judo","OLYMPIC JUDO NICE","ALPES-MARITIMES","P.A.C.A.","10/31/2015","11/1/2014"
"shn00049","2001","M         ","Espoir","FOOTBALL","Football","UES Montmorillon","VIENNE","POITOU-CHARENTES","10/31/2015","11/1/2014"
"shn00050","1997","M         ","Espoir","BOXE","Boxe anglaise","BOXING CLUB SALONAIS","BOUCHES-DU-RHONE","P.A.C.A.","10/31/2015","11/1/2014"
"shn00051","1980","M         ","Elite","CYCLISME","Velo tout terrain (vtt)","UC Remiremont","VOSGES","LORRAINE","10/31/2016","11/1/2014"
"shn00052","2001","F         ","Espoir","BADMINTON","Badminton","ECOLE DE BADMINTON PARIS SPORT","PARIS","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn00053","1999","M         ","Espoir","JUDO","Judo","BORDEAUX AQUITAINE JUDO","GIRONDE","AQUITAINE","10/31/2015","11/1/2014"
"shn00054","1985","M         ","Elite","PARACHUTISME","Parachutisme en chute libre","ARMOR PARACHUTISME","COTES-D'ARMOR","BRETAGNE","10/31/2016","11/1/2014"
"shn00055","1988","M         ","Elite","HANDBALL","Handball","PSG HANDBALL","PARIS","ILE-DE-FRANCE","10/31/2016","11/1/2014"
"shn00056","1999","F         ","Espoir","HANDBALL","Handball","HC PERIGNATOIS","PUY-DE-DOME","AUVERGNE","10/31/2015","11/1/2014"
"shn00057","1994","F         ","Jeune","SKI","biathlon","CS LA FECLAZ","SAVOIE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn00058","2003","M         ","Espoir","GYMNASTIQUE","Trampoline","GENERATION GYM D'ALLAUCH","BOUCHES-DU-RHONE","P.A.C.A.","10/31/2015","11/1/2014"
"shn00059","1987","M         ","Partenaire d'entrainement","BOXE","Boxe anglaise","BOXING CLUB THOUROTTOIS","OISE","PICARDIE","10/31/2015","11/1/2014"
"shn00060","1995","M         ","Jeune","FOOTBALL AMERICAIN","Foot americain","SPARTIATES","SOMME","PICARDIE","10/31/2015","11/1/2014"
"shn00061","2002","F         ","Espoir","TENNIS","Tennis","CHALON TC","SAONE-ET-LOIRE","BOURGOGNE","10/31/2015","11/1/2014"
"shn00062","2001","F         ","Espoir","BASKET-BALL","Basket-ball","PACE CO","ILLE-ET-VILAINE","BRETAGNE","10/31/2015","11/1/2014"
"shn00063","1997","F         ","Espoir","VOILE","Deriveur","76025 - S N P H","SEINE-MARITIME","HAUTE-NORMANDIE","10/31/2015","11/1/2014"
"shn00064","1999","M         ","Espoir","HANDBALL","Handball","VAULX EN VELIN","RHONE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn00065","1997","M         ","Espoir","ATHLETISME","Courses sur piste","UA GUJAN-MESTRAS","GIRONDE","AQUITAINE","10/31/2015","11/1/2014"
"shn00066","1990","M         ","Senior","ATHLETISME","Courses sur piste","ATHLE ST JULIEN 74","HAUTE-SAVOIE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn00067","1999","M         ","Espoir","BADMINTON","Badminton","ERMONT BADMINTON CLUB","VAL-D'OISE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn00068","2000","M         ","Espoir","FOOTBALL","Football","CS LEROY ANGOULEME","CHARENTE","POITOU-CHARENTES","10/31/2015","11/1/2014"
"shn00069","1999","F         ","Espoir","JUDO","Judo","DOJO DE CORNOUAILLE","FINISTERE","BRETAGNE","10/31/2015","11/1/2014"
"shn00070","2001","M         ","Espoir","NATATION","Natation course","MONTPELLIER ANUC","HERAULT","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn00071","1993","F         ","Jeune","TENNIS","Tennis","FOS VILLENEUVE D ASCQ","NORD","NORD-PAS-DE-CALAIS","10/31/2015","11/1/2014"
"shn00072","2001","M         ","Espoir","TENNIS","Tennis","HAT","REUNION","REUNION","10/31/2015","11/1/2014"
"shn00073","2003","F         ","Espoir","GYMNASTIQUE","Gymnastique artistique","USM GYM LA MELUNAISE","SEINE-ET-MARNE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn00074","1985","M         ","Senior","COURSE D'ORIENTATION","Course d'orientation","TOUS AZIMUTS DOUAI","NORD","NORD-PAS-DE-CALAIS","10/31/2015","11/1/2014"
"shn00075","1995","M         ","Jeune","TIR","Pistolet","STE DE TIR DE PORT-LA-NOUVELLE","AUDE","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn00076","1998","M         ","Espoir","HOCKEY SUR GLACE","Hockey sur glace","ROUEN","SEINE-MARITIME","HAUTE-NORMANDIE","10/31/2015","11/1/2014"
"shn00077","1999","M         ","Espoir","TENNIS","Tennis","TCP OSTWALD","BAS-RHIN","ALSACE","10/31/2015","11/1/2014"
"shn00078","2001","M         ","Espoir","FOOTBALL","Football","US Dijon","COTE-D'OR","BOURGOGNE","10/31/2015","11/1/2014"
"shn00079","1985","M         ","Espoir","HANDISPORT","Athletisme paralympique","SPORT ET HANDICAP","SEINE-ET-MARNE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn00080","1987","F         ","Senior","VOLLEY BALL","Volley-ball de plage (beach volley)","PAYS D'AIX VENELLES V.B.","BOUCHES-DU-RHONE","P.A.C.A.","10/31/2015","11/1/2014"
"shn00081","1996","M         ","Senior","SKI","Ski artistique","CS LA PLAGNE","SAVOIE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn00082","1998","F         ","Jeune","VOL LIBRE","Cerf-volant de traction","KITE SURF LEUCATE-KSL","AUDE","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn00083","1991","M         ","Jeune","RUGBY A XIII","Rugby a xiii","OLYMPIQUE DE TOULOUSE","HAUTE-GARONNE","MIDI-PYRENEES","10/31/2015","11/1/2014"
"shn00084","1996","F         ","Jeune","TIR A L'ARC","Tir olympique","LES ARCHERS RIOMOIS","PUY-DE-DOME","AUVERGNE","10/31/2015","11/1/2014"
"shn00085","1997","F         ","Senior","TAEKWONDO","Taekwondo","TKD CLUB PORTES DE L'ISERE","ISERE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn00086","1998","M         ","Espoir","LUTTE","Lutte olympique libre","PARIS METRO","SEINE-SAINT-DENIS","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn00087","1997","M         ","Jeune","LUTTE","Lutte olympique libre","US METRO","PARIS","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn00088","1996","M         ","Espoir","LUTTE","Lutte olympique gréco romaine","ESPERANCE STIRING WENDEL LUTTE","MOSELLE","LORRAINE","10/31/2015","11/1/2014"
"shn00089","1995","M         ","Jeune","FOOTBALL AMERICAIN","Foot americain","MFA HURRICANES","HERAULT","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn00090","2000","M         ","Espoir","FOOTBALL","Football","AS BEZIERS","HERAULT","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn00091","1991","F         ","Elite","SURF","Surfboard","BIDASSOA SURF CLUB","PYRENEES-ATLANTIQUES","AQUITAINE","10/31/2015","11/1/2014"
"shn00092","1989","M         ","Jeune","HANDISPORT","Athletisme paralympique","PARIS UNIVERSITE CLUB","PARIS","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn00093","1997","M         ","Espoir","JUDO","Judo","JUDO CLUB DE ST ANDRE","REUNION","REUNION","10/31/2015","11/1/2014"
"shn00094","2000","M         ","Espoir","FOOTBALL","Football","FC EVRY","YVELINES","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn00095","1987","F         ","Elite","VOL LIBRE","Cerf-volant de traction","KITESURF 29 ASSOCIATION","FINISTERE","BRETAGNE","10/31/2015","11/1/2014"
"shn00096","1998","M         ","Espoir","LUTTE","Lutte olympique libre","ST JOSEPH","REUNION","REUNION","10/31/2015","11/1/2014"
"shn00097","1998","F         ","Espoir","ATHLETISME","Courses sur piste","ATHLETISME METZ METROPOLE*","MOSELLE","LORRAINE","10/31/2015","11/1/2014"
"shn00098","1995","F         ","Espoir","NATATION","Natation course","DUMBEA NATATION","NOUMEA","NOUVELLE CALEDONIE","10/31/2015","11/1/2014"
"shn00099","1997","F         ","Espoir","VOILE","Deriveur","76010 - S R HAVRE","SEINE-MARITIME","HAUTE-NORMANDIE","10/31/2015","11/1/2014"
"shn00100","2001","F         ","Espoir","TENNIS","Tennis","TCP","PARIS","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn00101","1997","F         ","Espoir","HANDBALL","Handball","LANDI LAMPAUL","FINISTERE","BRETAGNE","10/31/2015","11/1/2014"
"shn00102","1991","M         ","Senior","HANDBALL","Handball","US DUNKERQUE","NORD","NORD-PAS-DE-CALAIS","10/31/2016","4/1/2015"
"shn00103","1997","F         ","Jeune","BASKET-BALL","Basket-ball","REZE BASKET 44","BOUCHES-DU-RHONE","P.A.C.A.","10/31/2015","11/1/2014"
"shn00104","2000","F         ","Espoir","TIR A L'ARC","Tir olympique","LES ARCHERS DE COMPIEGNE","AISNE","PICARDIE","10/31/2015","11/1/2014"
"shn00105","1994","F         ","Espoir","HANDBALL","Handball","CJF FLEURY LOIRET HANDBALL","LOIRET","CENTRE","10/31/2015","11/1/2014"
"shn00106","1994","F         ","Espoir","LUTTE","Lutte féminine","LC ST JOSEPH","REUNION","REUNION","10/31/2015","11/1/2014"
"shn00107","1996","M         ","Espoir","FOOTBALL AMERICAIN","Foot americain","SPARTIATES","SOMME","PICARDIE","10/31/2015","11/1/2014"
"shn00108","1992","F         ","Elite","JUDO","Judo","JUDO CLUB ESCALES","VAL-D'OISE","ILE-DE-FRANCE","10/31/2016","11/1/2014"
"shn00109","1996","M         ","Espoir","ATHLETISME","Concours","EC ORLEANS CERCLE JULES FERRY*","LOIRET","CENTRE","10/31/2015","11/1/2014"
"shn00110","1997","F         ","Senior","SPORT ADAPTE","Athlétisme","AS FLEURY LES AUBRAIS SARAN","LOIRET","CENTRE","10/31/2015","11/1/2014"
"shn00111","1996","F         ","Espoir","HANDBALL","Handball","ASPTT LIMOGES ","HAUTE-VIENNE","LIMOUSIN","10/31/2015","11/1/2014"
"shn00112","1992","M         ","Senior","VOILE","Deriveur","17041 - CN LA TREMBLADE","CHARENTE-MARITIME","POITOU-CHARENTES","10/31/2015","11/1/2014"
"shn00113","2002","M         ","Espoir","GYMNASTIQUE","Gymnastique artistique","LILLE METROPOLE J.S MADELENOISE","NORD","NORD-PAS-DE-CALAIS","10/31/2015","11/1/2014"
"shn00114","1994","F         ","Elite","KARATE","Karate","FKC SEMUROIS","COTE-D'OR","BOURGOGNE","10/31/2017","4/1/2015"
"shn00115","1991","M         ","Elite","CYCLISME","Velo tout terrain (vtt)","ESC MEAUX","SEINE-ET-MARNE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn00116","2003","M         ","Espoir","TENNIS","Tennis","TENNIS CLUB BASSUSSARY","PYRENEES-ATLANTIQUES","AQUITAINE","10/31/2015","11/1/2014"
"shn00117","1992","M         ","Elite","NATATION","Natation course","MULHOUSE ON","HAUT-RHIN","ALSACE","10/31/2016","11/1/2014"
"shn00118","1994","M         ","Espoir","SKI","Ski de fond","CS LA CLUSAZ","HAUTE-SAVOIE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn00119","1992","M         ","Jeune","SKI","Ski de fond","CS LA CLUSAZ","HAUTE-SAVOIE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn00120","1953","F         ","Senior","EQUITATION","Voltige équestre","ECURIES DU PETIT DAN","CALVADOS","BASSE-NORMANDIE","10/31/2015","11/1/2014"
"shn00121","2000","M         ","Espoir","FOOTBALL","Football","C A BASTIA","CORSE","CORSE","10/31/2015","11/1/2014"
"shn00122","1997","M         ","Espoir","JUDO","Judo","JC LENSOIS","PAS-DE-CALAIS","NORD-PAS-DE-CALAIS","10/31/2015","11/1/2014"
"shn00123","1993","M         ","Senior","KARATE","Karate","CACV KARATÉ","SEINE-ET-MARNE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn00124","1999","F         ","Jeune","HOCKEY","Hockey sur gazon","IRIS HOCKEY LAMBERSART","NORD","NORD-PAS-DE-CALAIS","10/31/2015","11/1/2014"
"shn00125","1996","F         ","Espoir","MONTAGNE ET ESCALADE","Escalade"," ASPTT NANTES SECTION ESCALADE","LOIRE-ATLANTIQUE","PAYS DE LA LOIRE","10/31/2015","11/1/2014"
"shn00126","1980","F         ","Elite","RUGBY","Rugby a xv","CLUB FRANCE MARCOUSSIS","ESSONNE","ILE-DE-FRANCE","10/31/2016","11/1/2014"
"shn00127","1992","M         ","Elite","VOLLEY BALL","Volley ball","AS CANNES VOLLEY-BALL","ALPES-MARITIMES","P.A.C.A.","10/31/2016","11/1/2014"
"shn00128","2001","M         ","Espoir","BASKET-BALL","Basket-ball","STADE MARSEILLAIS UC","BOUCHES-DU-RHONE","P.A.C.A.","10/31/2015","11/1/2014"
"shn00129","1991","M         ","Senior","PELOTE BASQUE","Main-nue","BIARRITZTARRAK","PYRENEES-ATLANTIQUES","AQUITAINE","10/31/2015","11/1/2014"
"shn00130","1997","F         ","Espoir","ATHLETISME","Epreuves combinees","ASNIERES SPORTS ATHLETISME","HAUTS-DE-SEINE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn00131","1995","M         ","Espoir","RUGBY A XIII","Rugby a xiii","AS CARCASSONNE","AUDE","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn00132","2000","M         ","Espoir","FOOTBALL","Football","FC EVRY","YVELINES","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn00133","1998","F         ","Jeune","HANDBALL","Handball","NANTES LA","LOIRE-ATLANTIQUE","PAYS DE LA LOIRE","10/31/2015","11/1/2014"
"shn00134","1992","M         ","Senior","FOOTBALL AMERICAIN","Foot americain","BLACK PANTHERS","HAUTE-SAVOIE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn00135","1996","M         ","Jeune","FOOTBALL AMERICAIN","Foot americain","FALCONS","RHONE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn00136","1997","M         ","Jeune","FOOTBALL AMERICAIN","Foot americain","KANGOUROUS","GIRONDE","AQUITAINE","10/31/2015","11/1/2014"
"shn00137","1996","M         ","Espoir","JUDO","Judo","A.A.L.OEUVRES SCOL.ST GENIS L.","RHONE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn00138","2001","M         ","Espoir","TENNIS","Tennis","LE BOURGET TENNIS CLUB","SEINE-SAINT-DENIS","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn00139","2001","M         ","Espoir","FOOTBALL","Football","US Dijon","COTE-D'OR","BOURGOGNE","10/31/2015","11/1/2014"
"shn00140","1991","M         ","Senior","LUTTE","Lutte olympique libre","CBL93","SEINE-SAINT-DENIS","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn00141","2002","F         ","Espoir","GYMNASTIQUE","Gymnastique artistique","ASCM TOULON","VAR","P.A.C.A.","10/31/2015","11/1/2014"
"shn00142","1988","M         ","Senior","RUGBY","Rugby a vii","CLUB FRANCE MARCOUSSIS","ESSONNE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn00143","1998","F         ","Espoir","KARATE","Karate","CLUB SAUVEGARDE DE BESANCON","DOUBS","FRANCHE-COMTE","10/31/2015","11/1/2014"
"shn00144","1987","M         ","Senior","FOOTBALL","Football en salle (futsal)","KREMELIN BICETRE UNITED","VAL-DE-MARNE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn00145","1999","F         ","Espoir","ATHLETISME","Concours","SO MILLAU","AVEYRON","MIDI-PYRENEES","10/31/2015","11/1/2014"
"shn00146","1976","M         ","Senior","EQUITATION","Attelage","BAIHA SAS","HAUTES-PYRENEES","MIDI-PYRENEES","10/31/2015","11/1/2014"
"shn00147","1996","M         ","Jeune","CANOE-KAYAK","Descente","CLUB CANOE KAYAK L'ISLOIS","VAUCLUSE","P.A.C.A.","10/31/2015","11/1/2014"
"shn00148","1990","F         ","Senior","CYCLISME","Bicross","BMX COMPIEGNES CLAIROIX","OISE","PICARDIE","10/31/2015","11/1/2014"
"shn00149","1999","M         ","Jeune","AUTOMOBILE","Karting","ASA EQUATEUR","GUYANE","GUYANE","10/31/2015","11/1/2014"
"shn00150","2000","M         ","Espoir","JUDO","Judo","ALLIANCE MANCHE JUDO","MANCHE","BASSE-NORMANDIE","10/31/2015","11/1/2014"
"shn00151","1995","M         ","Jeune","SQUASH","Squash","SQUASH DES COSTIERES","GARD","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn00152","1999","M         ","Espoir","JUDO","Judo","JUDO CLUB LONGUEAU","SOMME","PICARDIE","10/31/2015","11/1/2014"
"shn00153","1994","F         ","Jeune","ESCRIME","Epée","C.E. SAINT GRATIEN","VAL-D'OISE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn00154","1988","F         ","Elite","KARATE","Karate","LE GRAND SAMOURAI","VAR","P.A.C.A.","10/31/2015","11/1/2014"
"shn00155","1998","M         ","Jeune","JUDO","Judo","JC CHEMINOTS LUNEL","HERAULT","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn00156","1989","M         ","Elite","GYMNASTIQUE","Gymnastique artistique","OLYMPIQUE ANTIBES JUAN LES PINS GYMNASTIQUE","ALPES-MARITIMES","P.A.C.A.","10/31/2016","11/1/2014"
"shn00157","2001","M         ","Espoir","FOOTBALL","Football","Le Puy Foot 43","HAUTE-LOIRE","AUVERGNE","10/31/2015","11/1/2014"
"shn00158","1998","M         ","Espoir","ROLLER SPORTS","Rink hockey","US VILLEJUIF","VAL-DE-MARNE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn00159","1980","M         ","Reconversion","FOOTBALL AMERICAIN","Foot americain","NULL","SEINE-SAINT-DENIS","ILE-DE-FRANCE","10/31/2016","4/1/2015"
"shn00160","1988","M         ","Elite","BASKET-BALL","Basket-ball","S.I. GRAFFENSTADEN","VAR","P.A.C.A.","10/31/2016","11/1/2014"
"shn00161","1994","F         ","Jeune","ATHLETISME","Courses sur piste","AMIENS UC","SOMME","PICARDIE","10/31/2015","11/1/2014"
"shn00162","1984","M         ","Espoir","HANDISPORT","Athletisme paralympique","CSINI  ST JEAN DE DIEU","PARIS","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn00163","1998","M         ","Espoir","MOTOCYCLISME","Course sur route","C0855 - MOTO CLUB SENAS DURANCE","BOUCHES-DU-RHONE","P.A.C.A.","10/31/2015","11/1/2014"
"shn00164","1997","M         ","Senior","TENNIS DE TABLE","Tennis de table","SPO ROUEN","SEINE-MARITIME","HAUTE-NORMANDIE","10/31/2015","11/1/2014"
"shn00165","1995","M         ","Jeune","ATHLETISME","Epreuves combinees","BORDEAUX ATHLE*","GIRONDE","AQUITAINE","10/31/2015","11/1/2014"
"shn00166","1998","F         ","Espoir","HANDBALL","Handball","EGLANTINE VIERZON","CHER","CENTRE","10/31/2015","11/1/2014"
"shn00167","1994","M         ","Jeune","SAVATE","Combat","BC ARPAJON (91)","ESSONNE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn00168","1992","M         ","Senior","SAVATE","Combat","BC ARPAJONNAIS (91)","ESSONNE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn00169","1996","F         ","Jeune","KARATE","Karate","ECOLE DE KARATE STRASBOURG","BAS-RHIN","ALSACE","10/31/2016","4/1/2015"
"shn00170","1999","F         ","Jeune","TAEKWONDO","Taekwondo","TKD CLUB FEYZIN","RHONE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn00171","1997","F         ","Senior","TAEKWONDO","Taekwondo","TKD CLUB FEYZIN","RHONE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn00172","1996","M         ","Jeune","FOOTBALL AMERICAIN","Foot americain","METEORES","VAL-DE-MARNE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn00173","2000","F         ","Jeune","TENNIS DE TABLE","Tennis de table","MARLY LE ROI US","YVELINES","ILE-DE-FRANCE","10/31/2015","11/1/2014"
